sid,"splunk_server","_time","is_realtime",provenance,search,"adhoc_search_level","api_et","api_index_et","api_index_lt","event_count","exec_time","result_count","savedsearch_name","scan_count","search_et",status,"total_run_time","__mv_sid","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_search","__mv_adhoc_search_level","__mv_api_et","__mv_api_index_et","__mv_api_index_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_search_et","__mv_status","__mv_total_run_time"
"admin__admin__search__search14_1717123759.4700",server,"1717123759.299466",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717109359.000000000",0,0,5,1717123759,5,search14,111,"1717109359.000000000",completed,"0.116",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717123816.4705",server,"1717123816.317338",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717109416.000000000",0,0,0,1717123816,1,baseSearch,0,"1717109416.000000000",completed,"0.116",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717123821.4730",server,"1717123821.295887",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717109421.000000000",0,0,5,1717123821,5,search14,114,"1717109421.000000000",completed,"0.107",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717123878.4735",server,"1717123878.311696",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717109478.000000000",0,0,0,1717123878,1,baseSearch,0,"1717109478.000000000",completed,"0.11900000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717123883.4760",server,"1717123883.305297",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717109483.000000000",0,0,5,1717123883,5,search14,117,"1717109483.000000000",completed,"0.106",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717123940.4765",server,"1717123940.307972",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717109540.000000000",0,0,0,1717123940,1,baseSearch,0,"1717109540.000000000",completed,"0.123",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717123945.4790",server,"1717123945.304608",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717109545.000000000",0,0,5,1717123945,5,search14,120,"1717109545.000000000",completed,"0.105",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717124002.4795",server,"1717124002.320590",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717109602.000000000",0,0,0,1717124002,1,baseSearch,0,"1717109602.000000000",completed,"0.122",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717124007.4820",server,"1717124007.315057",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717109607.000000000",0,0,5,1717124007,5,search14,123,"1717109607.000000000",completed,"0.122",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717124064.4825",server,"1717124064.310868",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717109664.000000000",0,0,0,1717124064,1,baseSearch,0,"1717109664.000000000",completed,"0.123",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717124069.4850",server,"1717124069.310103",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717109669.000000000",0,0,5,1717124069,5,search14,126,"1717109669.000000000",completed,"0.111",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717124126.4855",server,"1717124126.317560",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717109726.000000000",0,0,0,1717124126,1,baseSearch,0,"1717109726.000000000",completed,"0.194",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717124131.4880",server,"1717124131.326302",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717109731.000000000",0,0,5,1717124131,5,search14,7,"1717109731.000000000",completed,"0.13",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717124188.4885",server,"1717124188.430866",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717109788.000000000",0,0,0,1717124188,1,baseSearch,0,"1717109788.000000000",completed,"0.117",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717124193.4908",server,"1717124193.428552",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717109793.000000000",0,0,5,1717124193,5,search14,10,"1717109793.000000000",completed,"0.112",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717124250.4915",server,"1717124250.313712",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717109850.000000000",0,0,0,1717124250,1,baseSearch,0,"1717109850.000000000",completed,"0.11900000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717124255.4940",server,"1717124255.325258",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717109855.000000000",0,0,5,1717124255,5,search14,13,"1717109855.000000000",completed,"0.123",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717124312.4945",server,"1717124312.331834",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717109912.000000000",0,0,0,1717124312,1,baseSearch,0,"1717109912.000000000",completed,"0.131",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717124317.4970",server,"1717124317.314478",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717109917.000000000",0,0,5,1717124317,5,search14,16,"1717109917.000000000",completed,"0.106",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717124374.4975",server,"1717124374.318163",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717109974.000000000",0,0,0,1717124374,1,baseSearch,0,"1717109974.000000000",completed,"0.12",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717124379.5000",server,"1717124379.319024",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717109979.000000000",0,0,5,1717124379,5,search14,19,"1717109979.000000000",completed,"0.124",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717124436.5011",server,"1717124436.333669",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717110036.000000000",0,0,0,1717124436,1,baseSearch,0,"1717110036.000000000",completed,"0.11800000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717124441.5036",server,"1717124441.323343",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717110041.000000000",0,0,5,1717124441,5,search14,24,"1717110041.000000000",completed,"0.203",,,,,,,,,,,,,,,,,,
